EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 16-11-2022
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at https://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 START  : Begin date YYYYMMDD
 98-105 STOP   : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   START,    STOP,PARID,PARNAME
18936,200802,KINN                                    ,NO,+61:33:51,+004:47:26,  10,TG21,19671101,19880530,   22,Hans Olav Hygen                                   
18936,901304,YTTEROYANE LH                           ,NO,+61:34:00,+004:40:59,  25, TG5,19850226,20201101,    -,Synoptical message from GTS
18937,200804,BEITOSTOELEN                            ,NO,+61:13:59,+008:55:59, 822,TG21,19711101,19800429,   22,Hans Olav Hygen                                   
18938,133940,NARVIK LUFTHAVN                         ,NO,+68:26:22,+017:23:18,  31,TG21,20020801,20170404,   22,Hans Olav Hygen                                   
18938,157134,NARVIK II                               ,NO,+68:28:08,+017:29:31,  32,TG21,19540101,19750831,   22,Hans Olav Hygen                                   
18938,199398,NARVIK SENTRUM                          ,NO,+68:26:13,+017:25:15,  31,TG21,20181214,20221031,   22,Hans Olav Hygen                                   
18938,200805,NARVIK III                              ,NO,+68:28:10,+017:29:53,  17,TG21,19750901,20020530,   22,Hans Olav Hygen                                   
18938,901192,STRAUMSNES                              ,NO,+68:25:54,+017:39:43,   0, TG5,20121101,20201101,    -,Synoptical message from GTS
18938,901193,NARVIK/FRAMNES                          ,NO,+68:25:59,+017:23:58,  30, TG5,20111005,20170402,    -,Synoptical message from GTS
18938,901194,NARVIK III                              ,NO,+68:28:00,+017:30:00,  17, TG5,19820113,20020531,    -,Synoptical message from GTS
18939,200806,SENJA - LAUKHELLA                       ,NO,+69:14:03,+017:54:02,   9,TG21,19970811,20110830,   22,Hans Olav Hygen                                   
18939,901014,SENJA-LAUKHELLA                         ,NO,+69:13:59,+017:53:58,   9, TG5,20060128,20110831,    -,Synoptical message from GTS
18940,200678,SKOTTERUD                               ,NO,+59:58:59,+012:07:00, 150,TG21,19570101,19790629,   22,Hans Olav Hygen                                   
18940,200807,MAGNOR                                  ,NO,+59:58:01,+012:12:38, 154,TG21,19800701,20051128,   22,Hans Olav Hygen                                   
18940,901498,MAGNOR                                  ,NO,+59:58:00,+012:13:00, 154, TG5,19820114,20050831,    -,Synoptical message from GTS
18941,200808,EGNERFJELL                              ,NO,+60:03:33,+011:16:09, 247,TG21,19580601,19881129,   22,Hans Olav Hygen                                   
18942,199715,E39 FLASKJAER                           ,NO,+62:16:12,+005:59:30,  20,TG21,20140101,20221031,   22,Hans Olav Hygen                                   
18942,200809,HAREID - GRIMSTAD                       ,NO,+62:22:05,+006:00:07,  26,TG21,19610101,19720330,   22,Hans Olav Hygen                                   
18943,200810,HOF-EIKENES                             ,NO,+59:29:18,+010:05:58, 200,TG21,20170501,20180814,   22,Hans Olav Hygen                                   
18944,134792,BERGELIGREND                            ,NO,+59:53:12,+009:03:32, 514,TG21,20160331,20221031,   22,Hans Olav Hygen                                   
18944,200812,BERGLIGREND TEST                        ,NO,+59:53:11,+009:03:29, 514,TG21,20151110,20160406,   22,Hans Olav Hygen                                   
18945,134288,ASKIM II                                ,NO,+59:35:13,+011:09:57, 141,TG21,20160406,20221031,   22,Hans Olav Hygen                                   
18945,199159,E18 MELLEBY                             ,NO,+59:32:45,+011:27:12, 158,TG21,20130104,20220919,   22,Hans Olav Hygen                                   
18945,200652,EIDSBERG - JOHNSRUD                     ,NO,+59:30:00,+011:16:59, 135,TG21,19780901,19841230,   22,Hans Olav Hygen                                   
18945,200813,EIDSBERG II                             ,NO,+59:30:03,+011:16:59, 141,TG21,19640501,19780830,   22,Hans Olav Hygen                                   
18945,201014,EIDSBERG                                ,NO,+59:29:53,+011:17:13, 140,TG21,19540101,19640330,   22,Hans Olav Hygen                                   
18946,200814,KARPBUKT II                             ,NO,+69:39:51,+030:23:12,  12,TG21,19580701,19620922,   22,Hans Olav Hygen                                   
18947,200815,HALVMANEOEYA                            ,SJ,+77:19:00,+023:10:59,  10,TG21,19061201,19070830,   22,Hans Olav Hygen                                   
18948,109851,SARPSBORG                               ,NO,+59:17:08,+011:06:52,  57,TG21,19911201,20221031,   22,Hans Olav Hygen                                   
18948,199092,OSAKER                                  ,NO,+59:19:09,+011:02:31,  45,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
18948,200816,KALNES                                  ,NO,+59:18:55,+011:02:56,  56,TG21,19570101,19820730,   22,Hans Olav Hygen                                   
18948,901493,SARPSBORG                               ,NO,+59:16:59,+011:07:00,  57, TG5,20060128,20201101,    -,Synoptical message from GTS
18949,199195,SKIBOTN II                              ,NO,+69:23:15,+020:16:55,  20,TG21,20041101,20221031,   22,Hans Olav Hygen                                   
18949,200817,SKIBOTN - FOSSBAKK                      ,NO,+69:22:05,+020:16:05,   5,TG21,19840901,20041025,   22,Hans Olav Hygen                                   
18949,201003,SKIBOTN - MELA                          ,NO,+69:22:00,+020:16:59,   8,TG21,19740801,19840830,   22,Hans Olav Hygen                                   
18949,901036,SKIBOTN                                 ,NO,+69:22:00,+020:16:00,   0, TG5,20020910,20201101,    -,Synoptical message from GTS
18950,200656,VOSS - BOE                              ,NO,+60:38:31,+006:29:21, 125,TG21,19670601,20021230,   22,Hans Olav Hygen                                   
18950,200818,VOSS - TVILDE                           ,NO,+60:38:16,+006:27:06, 121,TG21,19620601,19670530,   22,Hans Olav Hygen                                   
18950,901336,VOSS-BO                                 ,NO,+60:39:00,+006:30:00, 125, TG5,19820113,20201101,    -,Synoptical message from GTS
18951,200819,EKKEROEY                                ,NO,+70:04:41,+030:05:48,   6,TG21,19570101,19720730,   22,Hans Olav Hygen                                   
18952,200820,SKAFSA                                  ,NO,+59:21:51,+008:03:12, 400,TG21,19791201,19890830,   22,Hans Olav Hygen                                   
18953,110943,ORSKOG                                  ,NO,+62:28:44,+006:49:12,   4,TG21,20141117,20221031,   22,Hans Olav Hygen                                   
18953,199685,E39 SVORTA                              ,NO,+62:28:58,+006:38:44,  20,TG21,20140101,20221031,   22,Hans Olav Hygen                                   
18953,200821,SKODJE                                  ,NO,+62:30:00,+006:40:59,  26,TG21,19610101,20200830,   22,Hans Olav Hygen                                   
18954,199042,E136 TRESFJORDBRUA                      ,NO,+62:36:39,+007:06:48,  20,TG21,20160419,20221031,   22,Hans Olav Hygen                                   
18954,200792,GJERMUNDNES                             ,NO,+62:37:27,+007:10:13,  49,TG21,19540101,19720629,   22,Hans Olav Hygen                                   
18954,200823,HJELVIK - MYRBOE                        ,NO,+62:36:30,+007:13:45,  35,TG21,19990927,20090629,   22,Hans Olav Hygen                                   
18954,200943,HJELVIK I ROMSDAL                       ,NO,+62:36:57,+007:12:38,  21,TG21,19730901,19921129,   22,Hans Olav Hygen                                   
18954,901215,HJELVIK-MYRBO                           ,NO,+62:37:00,+007:13:59,  35, TG5,19820113,20170628,    -,Synoptical message from GTS
18955,199606,FINSEVATN                               ,NO,+60:35:38,+007:31:36,1210,TG21,19991101,20221031,   22,Hans Olav Hygen                                   
18955,200824,FINSE                                   ,NO,+60:36:09,+007:30:15,1223,TG21,19691101,19940629,   22,Hans Olav Hygen                                   
18955,901350,FINSEVATN                               ,NO,+60:36:00,+007:31:59,1208, TG5,20060128,20201101,    -,Synoptical message from GTS
18956,199360,RV15 LOM                                ,NO,+61:50:27,+008:35:03, 379,TG21,20151118,20221031,   22,Hans Olav Hygen                                   
18956,200825,GJEILO I SKJAK                          ,NO,+61:52:27,+008:26:26, 378,TG21,19700101,19870629,   22,Hans Olav Hygen                                   
18957,200826,TINNOSDAMMEN                            ,NO,+59:43:26,+009:01:27, 191,TG21,20160909,20221031,   22,Hans Olav Hygen                                   
18958,199088,LILLEHAMMER - SAETHERENGEN              ,NO,+61:05:30,+010:28:33, 240,TG21,19821201,20221031,   22,Hans Olav Hygen                                   
18958,200827,LILLEHAMMER II                          ,NO,+61:05:44,+010:28:27, 226,TG21,19570101,19690730,   22,Hans Olav Hygen                                   
18958,901378,LILLEHAMMER-SAETHERENGEN                ,NO,+61:06:00,+010:28:00, 239, TG5,19830712,20201101,    -,Synoptical message from GTS
18959,200832,HUSTAD - NERLAND                        ,NO,+62:58:59,+007:07:00,  16,TG21,19791201,19870530,   22,Hans Olav Hygen                                   
18959,201027,HUSTAD II                               ,NO,+62:58:00,+007:09:00,  26,TG21,19600101,19791030,   22,Hans Olav Hygen                                   
18960,133820,EVENES LUFTHAVN                         ,NO,+68:29:27,+016:40:59,  26,TG21,20040101,20221031,   22,Hans Olav Hygen                                   
18960,199575,E10 TJELDSUND BRU                       ,NO,+68:37:40,+016:34:59,  20,TG21,20150414,20221031,   22,Hans Olav Hygen                                   
18960,200831,EVENSKJER                               ,NO,+68:35:00,+016:34:09,   7,TG21,19581001,19851030,   22,Hans Olav Hygen                                   
18960,201028,EVENSKJER BAKKE                         ,NO,+68:34:58,+016:34:14,  10,TG21,19570301,19580929,   22,Hans Olav Hygen                                   
18961,133904,MO I RANA III                           ,NO,+66:18:24,+014:09:15,  41,TG21,19570101,19650930,   22,Hans Olav Hygen                                   
18961,200644,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,  31,TG21,19660901,19891030,   22,Hans Olav Hygen                                   
18961,200740,MO I RANA II                            ,NO,+66:19:40,+014:10:22,  25,TG21,19461021,19561230,   22,Hans Olav Hygen                                   
18961,200833,YTTEREN I RANA                          ,NO,+66:20:30,+014:07:40,  20,TG21,19411213,19460709,   22,Hans Olav Hygen                                   
18961,200883,RANA - BASMOEN                          ,NO,+66:19:54,+014:06:07,  40,TG21,19910815,20011014,   22,Hans Olav Hygen                                   
18961,200903,MO I RANA                               ,NO,+66:18:29,+014:08:15,   8,TG21,19350617,19410629,   22,Hans Olav Hygen                                   
18961,901149,RANA-BASMOEN                            ,NO,+66:19:59,+014:06:00,  40, TG5,19820113,20011014,    -,Synoptical message from GTS
18963,200835,LEIRAMO                                 ,NO,+66:45:41,+014:34:24, 217,TG21,19731101,19940118,   22,Hans Olav Hygen                                   
18964,200834,MANDAL II                               ,NO,+58:02:51,+007:26:49, 138,TG21,19491127,20070830,   22,Hans Olav Hygen                                   
18965,134900,TROMSO - LANGNES                        ,NO,+69:40:36,+018:54:47,   8,TG21,19641001,20221031,   22,Hans Olav Hygen                                   
18965,199181,TROMSDALEN                              ,NO,+69:39:02,+019:00:23,   3,TG21,20111021,20221031,   22,Hans Olav Hygen                                   
18965,199703,TROMSO - HOLT                           ,NO,+69:39:14,+018:54:33,  20,TG21,19940307,20221031,   22,Hans Olav Hygen                                   
18965,200836,SKATTOERA                               ,NO,+69:41:48,+019:01:14,  14,TG21,19570101,19640830,   22,Hans Olav Hygen                                   
18965,200853,TROMSOE I                               ,NO,+69:39:06,+018:57:00,  38,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18966,199265,E6 KLETT                                ,NO,+63:19:24,+010:19:05,  40,TG21,20140105,20221031,   22,Hans Olav Hygen                                   
18966,199456,TRONDHEIM - HOEVRINGEN                  ,NO,+63:26:47,+010:20:11,  44,TG21,20180502,20221031,   22,Hans Olav Hygen                                   
18966,199478,SKJETLEIN                               ,NO,+63:20:25,+010:17:49,  44,TG21,20130206,20221031,   22,Hans Olav Hygen                                   
18966,200839,TRONDHEIM II                            ,NO,+63:25:35,+010:25:04,  58,TG21,19271023,19431230,   22,Hans Olav Hygen                                   
18966,201004,TRONDHEIM                               ,NO,+63:25:54,+010:24:52,  58,TG21,19000102,19270330,   22,Hans Olav Hygen                                   
18967,200841,VERDAL - SUL                            ,NO,+63:39:55,+012:00:00, 245,TG21,19810701,20041230,   22,Hans Olav Hygen                                   
18967,200952,SULSTUA                                 ,NO,+63:39:50,+012:00:21, 251,TG21,19370102,19810629,   22,Hans Olav Hygen                                   
18968,199237,OPPDAL - SAETER                         ,NO,+62:36:15,+009:40:00, 604,TG21,19991201,20221031,   22,Hans Olav Hygen                                   
18968,200840,OPPDAL - BJOERKE                        ,NO,+62:36:12,+009:41:00, 625,TG21,19751201,19920830,   22,Hans Olav Hygen                                   
18968,901245,OPPDAL-SETER                            ,NO,+62:36:00,+009:40:00, 606, TG5,19820113,20201101,    -,Synoptical message from GTS
18969,199696,E39 RENNESOEY                           ,NO,+59:07:19,+005:40:48,  30,TG21,20131015,20220813,   22,Hans Olav Hygen                                   
18969,200842,RENNESOEY - GALTA                       ,NO,+59:07:59,+005:36:20,  19,TG21,19791101,20051129,   22,Hans Olav Hygen                                   
18970,200630,HOELAND - LOEKEN                        ,NO,+59:47:52,+011:27:52, 134,TG21,19881001,19910227,   22,Hans Olav Hygen                                   
18970,200699,HOELAND - KOLLERUD                      ,NO,+59:42:50,+011:26:30, 139,TG21,19720701,19880530,   22,Hans Olav Hygen                                   
18970,200844,HOELAND - FOSSER                        ,NO,+59:48:43,+011:28:36, 152,TG21,19911001,20071020,   22,Hans Olav Hygen                                   
18970,218118,FV115 HEMNES                            ,NO,+59:43:36,+011:25:04, 141,TG21,20200918,20221031,   22,Hans Olav Hygen                                   
18970,901496,HOLAND-FOSSER                           ,NO,+59:49:00,+011:28:59, 152, TG5,19820114,20071020,    -,Synoptical message from GTS
18971,200843,FLATNESET                               ,NO,+69:25:27,+017:18:47,  60,TG21,20091126,20130721,   22,Hans Olav Hygen                                   
18972,200845,OEVERBYGD                               ,NO,+69:01:04,+019:16:49,  78,TG21,19640901,19960830,   22,Hans Olav Hygen                                   
18972,208989,OEVERBYGD II                            ,NO,+69:01:19,+019:21:12,  85,TG21,20191024,20221031,   22,Hans Olav Hygen                                   
18973,200846,VALLERSUND                              ,NO,+63:51:00,+009:43:59,   4,TG21,19570101,19741230,   22,Hans Olav Hygen                                   
18974,135020,MELSOM                                  ,NO,+59:13:48,+010:20:53,  26,TG21,19590401,20221031,   22,Hans Olav Hygen                                   
18974,199186,TJOEME                                  ,NO,+59:07:14,+010:23:53,  32,TG21,20160823,20221031,   22,Hans Olav Hygen                                   
18974,200847,MAKEROEY                                ,NO,+59:09:28,+010:26:25,  43,TG21,19671201,19940929,   22,Hans Olav Hygen                                   
18974,901481,MELSOM                                  ,NO,+59:13:59,+010:21:00,  26, TG5,19820115,20201101,    -,Synoptical message from GTS
18975,199400,MAJAVATN V                              ,NO,+65:09:57,+013:22:00, 319,TG21,20071201,20221031,   22,Hans Olav Hygen                                   
18975,200672,MAJAVATN III                            ,NO,+65:10:48,+013:25:12, 339,TG21,19670701,19970730,   22,Hans Olav Hygen                                   
18975,200849,MAJAVATN II                             ,NO,+65:08:15,+013:21:06, 322,TG21,19620701,19660530,   22,Hans Olav Hygen                                   
18975,901132,MAJAVATN V                              ,NO,+65:10:00,+013:22:00, 319, TG5,20090609,20201101,    -,Synoptical message from GTS
18975,901134,MAJAVATN III                            ,NO,+65:10:59,+013:25:00, 339, TG5,19820113,20070629,    -,Synoptical message from GTS
18976,200851,ALVDAL                                  ,NO,+62:01:40,+010:48:06, 485,TG21,19201017,19740929,   22,Hans Olav Hygen                                   
18977,200704,KISTRAND II                             ,NO,+70:26:49,+025:12:55,  14,TG21,19660901,19800830,   22,Hans Olav Hygen                                   
18977,200850,KISTRAND                                ,NO,+70:26:40,+025:12:47,  12,TG21,19310102,19660130,   22,Hans Olav Hygen                                   
18978,135032,TORP                                    ,NO,+59:11:03,+010:15:19,  88,TG21,19590901,20221031,   22,Hans Olav Hygen                                   
18978,199373,E18 FOKSEROED                           ,NO,+59:10:58,+010:12:28, 100,TG21,20130106,20221031,   22,Hans Olav Hygen                                   
18978,200852,STOKKE                                  ,NO,+59:13:59,+010:16:59,  76,TG21,19570101,19710530,   22,Hans Olav Hygen                                   
18979,199703,TROMSO - HOLT                           ,NO,+69:39:14,+018:54:33,  20,TG21,19940307,20221031,   22,Hans Olav Hygen                                   
18979,200836,SKATTOERA                               ,NO,+69:41:48,+019:01:14,  14,TG21,19570101,19640830,   22,Hans Olav Hygen                                   
18979,200853,TROMSOE I                               ,NO,+69:39:06,+018:57:00,  38,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18980,200855,AURSJOEEN                               ,NO,+62:24:24,+008:32:20, 869,TG21,19600101,19760130,   22,Hans Olav Hygen                                   
18981,199288,E6 ULSBERG                              ,NO,+62:45:03,+009:59:03, 425,TG21,20150917,20221031,   22,Hans Olav Hygen                                   
18981,199500,E6 BUVATNET                             ,NO,+62:51:41,+010:01:17, 425,TG21,20140101,20221031,   22,Hans Olav Hygen                                   
18981,200786,BERKAK II                               ,NO,+62:49:36,+010:00:38, 441,TG21,19670901,19800130,   22,Hans Olav Hygen                                   
18981,200854,BERKAK                                  ,NO,+62:49:42,+010:00:33, 424,TG21,19310104,19670830,   22,Hans Olav Hygen                                   
18982,199075,EVENSTAD                                ,NO,+61:25:32,+011:04:49, 257,TG21,20020501,20221031,   22,Hans Olav Hygen                                   
18982,200758,EVENSTAD - OEVERENGET                   ,NO,+61:24:19,+011:08:35, 255,TG21,19741001,20001129,   22,Hans Olav Hygen                                   
18982,200856,EVENSTAD - SVEA                         ,NO,+61:26:02,+011:04:36, 264,TG21,19710701,19740929,   22,Hans Olav Hygen                                   
18982,901383,EVENSTAD-DIH                            ,NO,+61:25:00,+011:04:00, 257, TG5,19820113,20201101,    -,Synoptical message from GTS
18983,200857,ULLENSVANG - HELLELAND                  ,NO,+60:20:11,+006:39:33,  72,TG21,19570101,19620530,   22,Hans Olav Hygen                                   
18984,200859,FAUSKE - VETEN                          ,NO,+67:14:16,+015:18:14, 165,TG21,19720601,19861230,   22,Hans Olav Hygen                                   
18985,200860,KVAMSKOGEN                              ,NO,+60:23:35,+005:54:47, 408,TG21,19570101,20060830,   22,Hans Olav Hygen                                   
18985,901328,KVAMSKOGEN                              ,NO,+60:24:00,+005:55:00, 408, TG5,19820113,20060724,    -,Synoptical message from GTS
18986,200861,MELDAL - MUAN                           ,NO,+63:01:36,+009:42:59, 140,TG21,19691201,19720629,   22,Hans Olav Hygen                                   
18986,200955,HOLLSTAD                                ,NO,+63:01:55,+009:43:41, 150,TG21,20110709,20130625,   22,Hans Olav Hygen                                   
18987,199639,RV15 FOSNES                             ,NO,+61:54:28,+007:03:32,  32,TG21,20171130,20221031,   22,Hans Olav Hygen                                   
18987,200675,FLO                                     ,NO,+61:56:43,+007:01:31,  40,TG21,19830513,19880830,   22,Hans Olav Hygen                                   
18987,200862,LOEN                                    ,NO,+61:52:22,+006:51:24,  39,TG21,19710401,19880330,   22,Hans Olav Hygen                                   
18988,200863,FLUBERG - ROEEN                         ,NO,+60:47:12,+010:12:10, 159,TG21,19570101,19770929,   22,Hans Olav Hygen                                   
18989,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20221031,   22,Hans Olav Hygen                                   
18989,200698,ROEST II                                ,NO,+67:30:23,+012:04:33,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
18989,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
18989,200886,ROEST                                   ,NO,+67:30:21,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
18989,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,    -,Synoptical message from GTS
18989,901107,ROST AP                                 ,NO,+67:31:00,+012:06:00,   4, TG5,20090106,20201101,    -,Synoptical message from GTS
18990,200756,FOERDE I SUNNFJORD                      ,NO,+61:27:14,+005:51:38,   3,TG21,19570101,19650629,   22,Hans Olav Hygen                                   
18990,200865,FOERDE - VIE                            ,NO,+61:27:02,+005:53:03,  11,TG21,19851001,19920228,   22,Hans Olav Hygen                                   
18991,199130,RV555 SOTRABRUA VIND                    ,NO,+60:22:21,+005:10:26,  50,TG21,20161119,20221031,   22,Hans Olav Hygen                                   
18991,199224,E16 INDRE ARNA                          ,NO,+60:25:17,+005:27:39,  20,TG21,20151127,20221031,   22,Hans Olav Hygen                                   
18991,199337,BERGEN - SANDSLI                        ,NO,+60:17:29,+005:16:39,  45,TG21,20170301,20221031,   22,Hans Olav Hygen                                   
18991,199412,BERGEN - FLORIDA UIB                    ,NO,+60:23:00,+005:19:54,  46,TG21,20170804,20221031,   22,Hans Olav Hygen                                   
18991,199724,FV217 STEINRUSTEN                       ,NO,+60:26:29,+005:10:50,  17,TG21,20141224,20221031,   22,Hans Olav Hygen                                   
18991,200576,BERGEN - PLEIESTIFTELSEN                ,NO,+60:23:17,+005:20:27,  22,TG21,19000101,19261230,   22,Hans Olav Hygen                                   
18991,200691,RV555 SOTRABRUA                         ,NO,+60:22:18,+005:09:20,  30,TG21,20140103,20220621,   22,Hans Olav Hygen                                   
18991,200866,BERGEN - FREDRIKSBERG                   ,NO,+60:23:48,+005:18:30,  41,TG21,19040101,19850227,   22,Hans Olav Hygen                                   
18991,901317,BERGEN/FLORIDA                          ,NO,+60:22:59,+005:19:59,  36, TG5,19820113,20201101,    -,Synoptical message from GTS
18992,199268,FV65 BYE                                ,NO,+63:13:50,+009:45:46,  15,TG21,20140101,20210907,   22,Hans Olav Hygen                                   
18992,200867,ORKDAL - OEYUM                          ,NO,+63:12:18,+009:47:18,  22,TG21,19791201,20040830,   22,Hans Olav Hygen                                   
18993,200870,DAGALI II                               ,NO,+60:24:41,+008:26:39, 828,TG21,19881101,20051230,   22,Hans Olav Hygen                                   
18994,200871,HINDSETER                               ,NO,+61:37:00,+008:58:00, 896,TG21,19700101,19730330,   22,Hans Olav Hygen                                   
18995,200873,DOMBESTEIN                              ,NO,+61:53:25,+005:38:35,  33,TG21,19710701,19870730,   22,Hans Olav Hygen                                   
18996,199351,E6 SALTFJELLET                          ,NO,+66:33:16,+015:19:24, 676,TG21,20140101,20221031,   22,Hans Olav Hygen                                   
18996,200874,SALTFJELL - STOEDI                      ,NO,+66:34:11,+015:20:29, 685,TG21,19550901,19670429,   22,Hans Olav Hygen                                   
18997,199490,ARNES                                   ,NO,+60:07:36,+011:23:35, 160,TG21,20100101,20221031,   22,Hans Olav Hygen                                   
18997,200598,HVAM - TOLVHUS                          ,NO,+60:06:20,+011:24:06, 159,TG21,19830801,20030429,   22,Hans Olav Hygen                                   
18997,200777,HVAM                                    ,NO,+60:06:09,+011:23:06, 162,TG21,19540101,19830730,   22,Hans Olav Hygen                                   
18997,200875,VORMSUND                                ,NO,+60:09:32,+011:25:36, 152,TG21,19570801,19690530,   22,Hans Olav Hygen                                   
18998,133676,KRISTIANSUND - KARIHOLA                 ,NO,+63:07:31,+007:42:15,  39,TG21,20170301,20221031,   22,Hans Olav Hygen                                   
18998,133688,KRISTIANSUND LUFTHAVN                   ,NO,+63:06:33,+007:48:56,  62,TG21,20031017,20221031,   22,Hans Olav Hygen                                   
18998,200876,KRISTIANSUND N                          ,NO,+63:06:37,+007:45:06,  48,TG21,19570101,19751230,   22,Hans Olav Hygen                                   
18999,200877,OEYFJELL I TELEMARK                     ,NO,+59:37:42,+008:15:33, 803,TG21,19791001,19920830,   22,Hans Olav Hygen                                   
19001,112082,ANDOYA                                  ,NO,+69:18:00,+016:08:59,  14,TG21,19580601,20221031,   22,Hans Olav Hygen                                   
19001,157206,ANDENES                                 ,NO,+69:19:24,+016:07:12,   5,TG21,18670710,19720331,   22,Hans Olav Hygen                                   
19001,200880,ANDOEYA LH - TEST                       ,NO,+69:15:47,+016:10:48,  13,TG21,20050823,20090524,   22,Hans Olav Hygen                                   
19001,901010,ANDOYA                                  ,NO,+69:18:00,+016:07:59,  14, TG5,19820113,20160104,    -,Synoptical message from GTS
19001,901018,ANDOYA-TROLLTINDEN                      ,NO,+69:14:29,+016:00:11,   0, TG5,20141126,20201101,    -,Synoptical message from GTS
19002,199264,SVELVIK - KNEM                          ,NO,+59:36:10,+010:24:16,   4,TG21,20130101,20221031,   22,Hans Olav Hygen                                   
19002,199690,FV313 BOGEN                             ,NO,+59:31:51,+010:15:51,  25,TG21,20130104,20221031,   22,Hans Olav Hygen                                   
19002,200881,SANDE - VALLE                           ,NO,+59:35:12,+010:11:30,  10,TG21,20020101,20030916,   22,Hans Olav Hygen                                   
19002,901485,SANDE-GALLEBERG                         ,NO,+59:37:09,+010:12:54,   0, TG5,20121101,20201101,    -,Synoptical message from GTS
19003,100580,SVALBARD AIRPORT                        ,NO,+78:15:00,+015:28:00,  28,TG21,19750801,20221031,   22,Hans Olav Hygen                                   
19003,199233,ADVENTDALEN                             ,NO,+78:12:07,+015:49:51,  15,TG21,20161122,20221031,   22,Hans Olav Hygen                                   
19003,200882,LONGYEARBYEN                            ,SJ,+78:13:21,+015:37:30,  37,TG21,19110816,19770730,   22,Hans Olav Hygen                                   
19003,901008,SVALBARD AP                             ,NO,+78:15:00,+015:28:00,  29, TG5,19820114,20201101,    -,Synoptical message from GTS
19004,133904,MO I RANA III                           ,NO,+66:18:24,+014:09:15,  41,TG21,19570101,19650930,   22,Hans Olav Hygen                                   
19004,200644,NERDAL I RANA                           ,NO,+66:15:42,+013:58:17,  31,TG21,19660901,19891030,   22,Hans Olav Hygen                                   
19004,200740,MO I RANA II                            ,NO,+66:19:40,+014:10:22,  25,TG21,19461021,19561230,   22,Hans Olav Hygen                                   
19004,200833,YTTEREN I RANA                          ,NO,+66:20:30,+014:07:40,  20,TG21,19411213,19460709,   22,Hans Olav Hygen                                   
19004,200883,RANA - BASMOEN                          ,NO,+66:19:54,+014:06:07,  40,TG21,19910815,20011014,   22,Hans Olav Hygen                                   
19004,901149,RANA-BASMOEN                            ,NO,+66:19:59,+014:06:00,  40, TG5,19820113,20011014,    -,Synoptical message from GTS
19005,200885,VATNAHALSEN                             ,NO,+60:44:40,+007:08:11, 760,TG21,19551104,19561230,   22,Hans Olav Hygen                                   
19006,133772,BRONNOYSUND LUFTHAVN                    ,NO,+65:27:24,+012:13:05,   9,TG21,20020801,20221031,   22,Hans Olav Hygen                                   
19006,200606,BROENNOEYSUND III                       ,NO,+65:28:36,+012:12:45,   5,TG21,19570101,19721230,   22,Hans Olav Hygen                                   
19006,200887,BROENNOEYSUND                           ,NO,+65:28:00,+012:12:00,   4,TG21,19000101,19481230,   22,Hans Olav Hygen                                   
19007,199078,ROEST LUFTHAVN                          ,NO,+67:31:36,+012:06:14,   4,TG21,20021001,20221031,   22,Hans Olav Hygen                                   
19007,200698,ROEST II                                ,NO,+67:30:23,+012:04:33,  10,TG21,19790101,19971028,   22,Hans Olav Hygen                                   
19007,200864,ROEST III                               ,NO,+67:31:30,+012:06:14,   4,TG21,19980401,20081230,   22,Hans Olav Hygen                                   
19007,200886,ROEST                                   ,NO,+67:30:21,+012:04:08,   8,TG21,19570101,19691030,   22,Hans Olav Hygen                                   
19007,901106,ROEST III                               ,NO,+67:31:00,+012:06:00,   4, TG5,19820114,19971028,    -,Synoptical message from GTS
19007,901107,ROST AP                                 ,NO,+67:31:00,+012:06:00,   4, TG5,20090106,20201101,    -,Synoptical message from GTS
